Nepali_Audio,Nepali_Script,English_Script,English_Audio
PalanchowkBhagwatiN10.wav,यहाँ प्रार्थना गर्नुका साथै यो शान्त ठाउँमा आउनु नै शान्तिदायी अनुभव हो यहाँको सौम्य वातावरणमा बस्दा मन ताजा हुन्छ,besides praying coming here is a peaceful experience just being around this serene landscape feels refreshing,PalanchowkBhagwatiE10.wav
PalanchowkBhagwatiN11.wav,केहीले भन्छन् यहाँकी भगवतीले तपाईँका इच्छाहरू पूरा गरिदिन सक्नुहुन्छतर मात्र तपाईंको विश्वासले,some say the goddess here can make your wishes come truebut only if you believe,PalanchowkBhagwatiE11.wav
PalanchowkBhagwatiN12.wav,तर वरपरको प्रदूषण चिन्ताजनक छ यस्तो पवित्र स्थानलाई सफा राख्नुपर्छ,but pollution around is concerning such a pure place deserves to be kept clean,PalanchowkBhagwatiE12.wav
PalanchowkBhagwatiN13.wav,मन्दिरलाई यसरी प्रभावशाली देखिने आशा गरेको थिइनँ प्राचीन कारीगरी साँच्चै अद्भुत छ,i didnt expect the temple to be this impressive the ancient craftsmanship is just amazing,PalanchowkBhagwatiE13.wav
PalanchowkBhagwatiN14.wav,तपाईंहरू सबैसँग यो यात्रा साझा गर्न पाउँदा म धेरै खुसी छु यस सुन्दर यात्रामा मसँगै भएकोमा धन्यवाद,im so glad to share this journey with you all thank you for joining me on this beautiful adventure,PalanchowkBhagwatiE14.wav
PashupatinathN1.wav,हे सबैलाई आज हामी काठमाण्डौको नेपालकै महत्वपूर्ण धार्मिक स्थलमध्ये एक पशुपतिनाथ मन्दिरमा आएका छौं सँगै घुमौं,hey everyone today were here at pashupatinath temple in kathmandu one of nepals most important spiritual places lets explore together,PashupatinathE1.wav
PashupatinathN2.wav,यो मन्दिर हजार वर्षभन्दा पुरानो हो विश्वास गर्न सक्नुहुन्छ यहाँ कति धेरै इतिहास लुकेको छ यो सोच्न पनि गज्जब लाग्छ,this temple is over a thousand years old can you believe it its amazing to think how much history is here,PashupatinathE2.wav
PashupatinathN3.wav,मन्दिरको छेउमा बग्ने बागमती नदीमा परिवारहरूले अन्त्येष्टि कर्म गर्छन् यसलाई परलोकसँगको सम्बन्ध मानिन्छ यहाँ दिवंगत आत्माहरूप्रति गहिरो श्रद्धा छ,the bagmati river flowing next to the temple is where families perform funeral rituals people believe it connects them to the next world theres a deep reverence here for the departed souls,PashupatinathE3.wav
PashupatinathN4.wav,दुखको कुरा यो पवित्र मानिने नदी प्रदूषणले ग्रस्त छ हामीले यस्ता पवित्र स्थलहरूको सम्मान र संरक्षण गर्नुपर्छ,sadly pollution has affected the river which is considered holy by millions we must respect and protect such sacred places,PashupatinathE4.wav
PashupatinathN5.wav,अघि बढौं यहाँ धेरै कुरा हेर्न लायक छन् विशाल मन्दिरदेखि साना मन्दिरहरूसम्म प्रत्येकको आफ्नै सुन्दरता र इतिहास छ,lets keep going theres so much to see here from the grand temple to the small shrines each one with its own charm and history,PashupatinathE5.wav
PashupatinathN6.wav,केही भागहरू पुरानो देख्दा अलि दुःख लाग्छ तर प्रत्येक भाँचिएको भाग र ढुंगाले शताब्दीयौँ पुरानो कथा सुनाउँछन्,its a bit sad to see how time has aged some parts of the temple but each crack and stone tells a story from centuries past,PashupatinathE6.wav
PashupatinathN7.wav,चाडपर्वमा यो ठाउँ मानिसहरूले भरिन्छ महाशिवरात्रिमा हजारौं मानिसहरू यहाँ भेला भएर गीत धूप र प्रार्थनाले वातावरणलाई भरिदिन्छन्,during festivals this place is packed with people on maha shivaratri thousands gather here to celebrate filling the air with songs incense and prayers,PashupatinathE7.wav
PashupatinathN8.wav,पशुपतिनाथको यस यात्रामा मलाई साथ दिनुभएकोमा धन्यवाद मेरो सामग्री मन परेमा लाइक कमेन्ट र थप यात्रा कथाका लागि मेरो च्यानललाई सब्सक्राइब गर्न नबिर्सिनुहोला,thank you for joining me on this visit to pashupatinath if you like my content dont forget to like comment and subscribe to my channel for more adventures,PashupatinathE8.wav
PashupatinathN9.wav,यो ठाउँ प्राचीन उर्जाले भरिएको छ यहाँ हुँदा इतिहास र आध्यात्मिकता वरिपरि अनुभव गर्न सकिन्छ यो अलि भारी लाग्छ,this place is filled with ancient energy when youre here you can feel the history and spirituality all around youits a little overwhelming,PashupatinathE9.wav
PashupatinathN10.wav,केही मानिसहरूले फोहोर फालेर वा क्षति पुर्याएर यस ठाउँको पवित्रतालाई बेवास्ता गर्दा दुःख लाग्छ एउटा पवित्र मन्दिरले हाम्रो उच्च सम्मान पाउनुपर्छ,its upsetting that some people dont respect the sanctity of this place by littering or causing harm a sacred temple deserves our utmost respect,PashupatinathE10.wav
SwayambhunathN1.wav,सबैलाई नमस्कार आज हामी नेपालकै पुराना र सुन्दर स्थानहरूमध्ये एक स्वयम्भूनाथ मन्दिरमा छौं,hi everyone today were at swayambhunath temple one of the oldest and most beautiful places in nepal,SwayambhunathE1.wav
SwayambhunathN2.wav,यो ठाउँ कत्तिको शान्त छ र यहाँ आइपुग्नासाथ तपाईँले आध्यात्मिक ऊर्जा महसुस गर्न सक्नुहुन्छ,this place is so peaceful and you can feel the spiritual energy as soon as you arrive,SwayambhunathE2.wav
SwayambhunathN3.wav,तपाईँलाई थाहा थियो यो मन्दिर वर्षभन्दा पुरानो छ यसको इतिहास र कति मानिसहरूले यहाँ दर्शन गरेका छन् भन्ने सोच्दा अचम्म लाग्छ,did you know this temple is over years old its amazing to think about its history and how many people have come here over the centuries,SwayambhunathE3.wav
SwayambhunathN4.wav,तर यहाँका बाँदरहरूबाट सतर्क रहनुहोस् कहिलेकाहीँ उनीहरू अलि धेरै चासो राख्छन् विशेष गरी तपाईँले खाना लिएर हिँड्नुभयो भने,but be careful of the monkeys here sometimes they can be a little too curious especially if youre carrying food,SwayambhunathE4.wav
SwayambhunathN5.wav,माथिबाट देखिने दृश्य साँच्चै नै मनमोहक छ तपाईँले काठमाडौंको पूरा दृश्य तल फैलिएको देख्न सक्नुहुन्छ,the view from the top is absolutely breathtaking you can see all of kathmandu spread out below,SwayambhunathE5.wav
SwayambhunathN6.wav,सिँढी चढ्नुपर्ने भएकोले अलि उकालो लाग्न सक्छ तर यसले लायक छ बिस्तारै जानुस् र यात्राको मजा लिनुस्,the climb is a bit steep with steps but its worth it take your time and enjoy the journey up,SwayambhunathE6.wav
SwayambhunathN7.wav,वर्षौंदेखि मन्दिरका केही भागहरू क्षतिग्रस्त भए र पुनःनिर्माण गरियो जसले हामीलाई इतिहास कति कमजोर हुन सक्छ भनेर सम्झाउँछ,over the years parts of the temple have been damaged and restored reminding us how fragile history can be,SwayambhunathE7.wav
SwayambhunathN8.wav,उपत्यकामा हेरेर बसेको बुद्धको आँखा सहितको सुनौलो स्तूप ज्ञान र शान्तिको प्रतीक हो यो दृश्य कत्तिको शक्तिशाली छ,this golden stupa with the buddhas eyes watching over the valley is a symbol of wisdom and peace its such a powerful sight,SwayambhunathE8.wav
SwayambhunathN9.wav,यहाँ प्रार्थना गर्न र शान्ति खोज्न संसारभरिबाट मानिसहरू आउँछन् यो साँच्चै विशेष ठाउँ हो,many people from all over the world come here to pray and find peace its truly a special place,SwayambhunathE9.wav
SwayambhunathN10.wav,तर यहाँ केही मानिसहरूले अझै फोहोर फ्याँक्नु दुःखको कुरा हो यति सुन्दर ठाउँलाई सफा राख्न र सम्मान गर्नुपर्छ,but its really sad that some people still litter around here such a beautiful place deserves to be kept clean and respected,SwayambhunathE10.wav
SwayambhunathN11.wav,आशा छ तपाईँलाई यो भर्चुअल यात्रा मन परिरहेको छ यस्तै भिडियोहरू चाहनुहुन्छ भने मेरो च्यानललाई सब्स्क्राइब गर्न नबिर्सनुहोस्,i hope youre enjoying this virtual tour if you want more videos like this dont forget to subscribe to my channel,SwayambhunathE11.wav
SwayambhunathN12.wav,र नयाँ यात्रा छुटाउन नपरोस् भन्नका लागि घण्टीको आइकन थिच्न नभुल्नुहोस्,and hit the bell icon so you wont miss any of our new adventures,SwayambhunathE12.wav
SwayambhunathN13.wav,आउनुस् सँगै अन्वेषण गरिरहौँ हेर्दिनु भएकोमा धन्यवाद,lets keep exploring together thank you for watching,SwayambhunathE13.wav
Talejubhawani_N1.wav,ए सबैलाई नमस्ते आज हामी एक अद्भुत ठाउँ नुवाकोटको तलेजु भवानी मन्दिर घुम्न जाँदैछौँ यो ठाउँ इतिहास र सुन्दरताले भरिएको छ,hey everyone today were exploring an amazing placethe taleju bhawani temple in nuwakot this spot is full of history and beauty,Talejubhawani_E1.wav
Talejubhawani_N2.wav,यो मन्दिर हाम्रो संस्कार र इतिहासमा गहिरो जरा रहेको छ यो राजा पृथ्वी नारायण शाहले बनाएको थियो र हाम्रो सम्पदाको धरोहर हो,this temple has deep roots in our culture and history it was built by king prithvi narayan shah and its a treasure of our heritage,Talejubhawani_E2.wav
Talejubhawani_N3.wav,हेर्नुहोस् यो वास्तुकलालाई मन्दिरमा नेपाली परम्परागत डिजाइनहरू छन् हरेक नक्काशीले हाम्रो विगतको कथा सुनाउँछ,look at this architecture the temple has beautiful traditional nepali designs every carving tells a story from our past,Talejubhawani_E3.wav
Talejubhawani_N4.wav,दुर्भाग्यवश यहाँ सबैले प्रवेश पाउँदैनन् केवल हिन्दू भक्तहरूले मात्र केही भागमा जान पाउँछन् यो अलि दुःखको कुरा हो तर परम्पराको हिस्सा हो,sadly not everyone can enter here only hindu devotees can access certain parts its a bit disappointing but its part of its tradition,Talejubhawani_E4.wav
Talejubhawani_N5.wav,विश्वास गरिन्छ कि यो मन्दिरले भूमि रक्षा गर्छ यहाँका मानिसहरू देवीको आशीर्वादमा सुरक्षित महसुस गर्छन् र यी कथाहरू निकै शक्तिशाली छन्,its believed that this temple protects the land people here feel safe under the goddesss blessing and the stories are powerful,Talejubhawani_E5.wav
Talejubhawani_N6.wav,के तपाईँलाई थाहा छ दशैँ मा मन्दिर निकै जीवन्त हुन्छ वरपरबाट भक्तजनहरू यहाँ आशीर्वाद र बलि चढाउन जम्मा हुन्छन्,did you know during dashain the temple gets incredibly lively devotees from all around gather here for blessings and to make offerings,Talejubhawani_E6.wav
Talejubhawani_N7.wav,केही आगन्तुकहरूले फोहोर गरेको वा मन्दिरका नियम पालना नगरेको देखेर निराशा लाग्छ हामीले सबैले यो ठाउँ सफा र सम्मानजनक राख्न प्रयास गर्नुपर्छ,its disappointing to see some visitors littering or not respecting the temples rules we should all try to keep this place clean and respectful,Talejubhawani_E7.wav
Talejubhawani_N8.wav,आशा छ तपाईँलाई यो यात्रा मन पयो यो भिडियो लाइक गर्न र अझ धेरै यात्रा हेर्नको लागि च्यानल सब्स्क्राइब गर्न नबिर्सनु होला,i hope you loved this visit with me dont forget to give this video a thumbsup and subscribe for more,Talejubhawani_E8.wav
Talejubhawani_N9.wav,हेरेकोमा धेरै धन्यवाद अब हामी सँगसँगै अझ सुन्दर ठाउँहरूमा घुम्न जाऔं अर्को पटक भेटौँला,thank you so much for watching lets explore more incredible places together see you next time,Talejubhawani_E9.wav
Tripurasundari_N1.wav,सबैजनालाई नमस्ते आज म धादिङको त्रिपुरासुन्दरी माई मन्दिरमा आउँदा एकदम खुसी छु यो ठाउँ सौन्दर्य र सकारात्मक ऊर्जा भरिएको छ आउनुहोस् यसलाई विशेष बनाउने कुरा हेरौं,hi everyone today im thrilled to be here at the tripurasundari mai temple in dhading this place is full of beauty and positive energy lets go and see what makes it so special,Tripurasundari_E1.wav
Tripurasundari_N2.wav,यहाँ आउने क्रममा यी अद्भुत दृश्यहरू हेर्नुहोस् पहाडहरू र हरिया खेतहरू साँच्चै मनमोहक छन् यो ठाउँले शान्ति महसुस गराउँछ,just look at these amazing views on the way here the hills and green fields are simply breathtaking this place feels so peaceful,Tripurasundari_E2.wav
Tripurasundari_N3.wav,हामी आइपुग्यौं यहाँ प्रसिद्ध त्रिपुरासुन्दरी माई मन्दिर हो एक भक्तिभावले भरिएको ठाउँ यहाँ धेरै मानिसहरूलाई देवीलाई प्रेम र प्रार्थना अर्पण गर्दै आएको देख्दा मन रमाउँछ,weve arrived this is the famous tripurasundari mai temple a place filled with devotion its heartwarming to see so many people coming to pray and offer their love to the goddess,Tripurasundari_E3.wav
Tripurasundari_N4.wav,केहीका लागि यो मन्दिर कठिन समयमा राहतको स्थान हो जब उनीहरू एक्लो महसुस गर्छन् या शक्तिको आवश्यकता पर्छ उनीहरू त्रिपुरासुन्दरी माईले आशीर्वाद दिनुहुने आशामा यहाँ आउँछन्,for some this temple is a place of comfort during hard times people come here when they feel alone or need strength hoping that tripurasundari mai will bless them,Tripurasundari_E4.wav
Tripurasundari_N5.wav,यहाँ कुनै शक्तिशाली कुरा छ जसले अलौकिक महसुस गराउँछ अनुष्ठान र प्रार्थनाले देवीको उपस्थिति महसुस गराउँछ यो सुन्दर मात्र होइन तर अलिकति भयभीत पनि गराउँछ,theres something powerful here that gives a sense of mystery the rituals and prayers make you feel the goddesss presenceits beautiful but also a bit humbling,Tripurasundari_E5.wav
Tripurasundari_N6.wav,मानिसहरूको निष्ठा देख्दा अचम्म लाग्छ उनीहरूले खाना फूल र अन्य चढाउने सामग्रीहरू ल्याउँछन् आस्थासँगै उनीहरूको विश्वास कति बलियो छ भन्ने कुरा अचम्मको छ,its amazing to see how dedicated people are they bring food flowers and other offerings all in faith its incredible how strong their belief is,Tripurasundari_E6.wav
Tripurasundari_N7.wav,केहीलाई यी पुराना अनुष्ठानहरू अलि असामान्य लाग्न सक्छ तर यहाँ यी देवीको सम्मान गर्ने एउटा महत्त्वपूर्ण तरिका हुन् मानिसहरू विश्वास गर्छन् कि यी परम्पराले देवीको आशीर्वाद जीवित राख्छ,some might find these old rituals a bit unusual but here they are an important way of honoring the goddess people believe these customs keep her blessings alive,Tripurasundari_E7.wav
Tripurasundari_N8.wav,त्रिपुरासुन्दरी माई मन्दिरको यात्रा मसँग अनुभव गरेर तपाईंले आनन्द लिनुभयो भन्ने आशा छ कृपया थप यात्रा र खोजहरूको लागि लाइक सेयर र सब्सक्राइब गर्न नबिर्सनुहोस्,i hope you enjoyed experiencing the tripurasundari mai temple with me please dont forget to like share and subscribe for more journeys and discoveries,Tripurasundari_E8.wav
GaneshH_N1.wav,सबैलाई नमस्ते आज हामी अद्भुत गन्तव्य गणेश हिमालको यात्रा गर्दैछौं यो सुन्दर यात्रामा मलाई साथ दिनुहोस्,hi everyone were off to an amazing destination today the ganesh himal range join me on this beautiful adventure,GaneshH_E1.wav
GaneshH_N2.wav,यहाँका पहाडहरू भगवान गणेशको नाममा छन् केही शिखरहरू त हात्तीको टाउकोजस्तै देखिन्छन् कस्तो रोचक छ हैन र,the mountains here are named after the god ganesh some peaks look like an elephants head isnt that amazing,GaneshH_E2.wav
GaneshH_N3.wav,हाम्रो वरिपरिको दृश्य मनमोहक छ हरियो खेत जङ्गल र चिटिक्क परेका हिउँका चट्टानहरू यो त चित्रमा पसेजस्तो लाग्छ,the view around us is breathtaking with green fields forests and sparkling white glaciers its like stepping into a painting,GaneshH_E3.wav
GaneshH_N4.wav,काठमाडौंको यति नजिक हुँदाहुँदै पनि यहाँ धेरै मान्छे नआउनु अचम्म लाग्छ यस्तो सुन्दर ठाउँलाई अझ धेरै पर्यटक चाहिन्छ,its surprising that not many people come here even though its so close to kathmandu such a beautiful place deserves more visitors,GaneshH_E4.wav
GaneshH_N5.wav,यहाँका मानिसहरू विशेष गरी तामाङ र गुरुङ समुदायका निकै मैत्रीपूर्ण र मायालु छन् उनीहरूको संस्कारहरू कति राम्रो छन्,the people here especially the tamang and gurung communities are so welcoming and warm they have such wonderful traditions,GaneshH_E5.wav
GaneshH_N6.wav,दुःखको कुरा बाटोमा फोहोर देखियो यस्तो पवित्र स्थानलाई सम्मान नहुनु दुःखद हो,sadly i noticed some litter along the trail its upsetting to see such a pure place not respected,GaneshH_E6.wav
GaneshH_N7.wav,माथि चढ्दै जाँदा उचाइ अलि डर लाग्न सक्छ बिस्तारै चढ्नुपर्छ र सावधान हुनुपर्छ,as we climb higher the altitude can be a bit scary we need to take it slow and be careful,GaneshH_E7.wav
GaneshH_N8.wav,वाह त्यो पहाडको श्रृङ्खला हेर्नुहोस् त प्रत्येक शिखर कत्तिको फरक देखिन्छ हैन र,wow just look at that mountain range isnt it amazing how each peak looks so unique,GaneshH_E8.wav
GaneshH_N9.wav,यहाँ समय बिताउनु सहरको जीवनबाट शान्ति खोज्न जस्तै हो म यहाँ आउन पाएकोमा धेरै धन्य महसुस गर्छु,spending time here is such a peaceful escape from city life i feel so grateful to be here,GaneshH_E9.wav
GaneshH_N10.wav,यो ठाउँ छोडेर जानुपर्छ भन्ने सोच्दा दुःख लाग्छ यी पहाडहरूको जादू कस्तो विशेष छ,its sad to think about leaving this place behind theres something so magical about these mountains,GaneshH_E10.wav
GaneshH_N11.wav,साँच्चै भन्नुपर्दा नेपालको केही मार्गहरू विकासको लागि बेवास्ता भएको देख्दा रिस उठ्छ गणेश हिमाल जस्ता ठाउँलाई अझ ध्यान दिनुपर्छ,honestly it makes me angry to see some trails in nepal ignored for development places like ganesh himal need more attention,GaneshH_E11.wav
GaneshH_N12.wav,मलाई साथ दिनुभएकोमा धेरै धन्यवाद यस्ता रोमाञ्चक यात्रा हेर्न मेरो च्यानललाई सब्स्क्राइब गर्न नबिर्सिनुहोला,thank you so much for joining me dont forget to subscribe to my channel for more adventures like this,GaneshH_E12.wav
Jugal_N1.wav,सबैलाई नमस्ते आज हामी सुन्दर जुगल हिमालको यात्रा गर्दैछौं यस यात्राको मजा सँगै लिऔं,hi everyone today were traveling to the amazing jugal himal range lets enjoy this journey together,Jugal_E1.wav
Jugal_N2.wav,यी पहाडहरू कति सुन्दर र अनौठा छन् सबैभन्दा अग्लो शिखर डोरजे लाक्पाको आकार कति आकर्षक र चोखो छ अविश्वसनीय छ हैन र,these mountains are so stunning and unique the highest one dorje lakpa has such a perfect sharp shape incredible right,Jugal_E2.wav
Jugal_N3.wav,दृश्यहरू मनमोहक छन् हरियो उपत्यका फूलले भरिएका घाँसेमैदान र हिउँले ढाकिएका शिखरहरू यो सपना जस्तै छ,the views are simply breathtaking with green valleys flowerfilled meadows and snowcovered peaks its like a dream,Jugal_E3.wav
Jugal_N4.wav,जुगल हिमाललाई यसको योग्यताअनुसार धेरै पर्यटकले हेर्न नआउनु दुःखको कुरा हो यस्तो सौन्दर्य धेरैले हेर्नुपर्छ,its sad that jugal himal doesnt get as many visitors as it deserves such beauty should be seen by more people,Jugal_E4.wav
Jugal_N5.wav,यहाँका मानिसहरू विशेष गरी तामाङ र शेर्पा निकै मायालु छन् उनीहरूको परम्परा र संस्कार कति रमाइलो छ,the people here especially the tamang and sherpa are so welcoming they have such beautiful traditions and customs,Jugal_E5.wav
Jugal_N6.wav,तर बाटोमा फोहोर देख्दा निकै दुःख लाग्छ यो ठाउँलाई अझ धेरै माया र सरसफाइ चाहिन्छ,but seeing litter along the trail is really disappointing this place deserves more care,Jugal_E6.wav
Jugal_N7.wav,यहाँको उचाइ अलि डर लाग्न सक्छ बिस्तारै र सावधानीपूर्वक हिँड्नुपर्छ सुरक्षालाई प्राथमिकता दिनुपर्छ,the altitude here can be a bit intimidating we need to be careful and take it slow safety first,Jugal_E7.wav
Jugal_N8.wav,वाह यहाँको प्राकृतिक सौन्दर्य मैले देखेका अन्य ठाउँभन्दा फरक छ प्रत्येक पहाड कत्तिको फरक देखिन्छ,wow the natural beauty here is unlike anything ive seen each mountain looks so unique,Jugal_E8.wav
Jugal_N9.wav,यहाँ धेरै शान्त महसुस हुन्छ सबै हल्ला र व्यस्तताबाट टाढा म यहाँ आउन पाएकोमा धेरै भाग्यमानी महसुस गर्छु,it feels so peaceful here away from all the noise and busy life i feel so lucky to be here,Jugal_E9.wav
Jugal_N10.wav,यस्तो जादुई ठाउँलाई छोडेर जानुपर्छ भन्ने सोच्न कठिन लाग्छ यो ठाउँलाई सम्झिरहनेछु,its hard to think about leaving such a magical place behind ill miss it,Jugal_E10.wav
Jugal_N11.wav,साँचो भन्नुपर्दा यस्ता मार्गहरूको राम्रो ख्याल राखिएको देख्न नसक्दा रिस उठ्छ जुगल हिमालले बढी ध्यान पाउनुपर्छ,honestly it makes me angry to see that trails like these arent wellmaintained jugal himal deserves attention,Jugal_E11.wav
Jugal_N12.wav,हेरिदिनुभएकोमा धेरै धन्यवाद अझै धेरै यात्रा कथाहरूको लागि मेरो च्यानललाई सब्स्क्राइब गर्न नबिर्सिनुहोला,thank you so much for watching dont forget to subscribe to my channel for more travel stories,Jugal_E12.wav
Langtang_N1.wav,सबैलाई नमस्ते आज हामी शान्त लाङटाङ हिमालको क्षेत्रमा छौं प्रकृतिमा नजिक र सहरको हल्लाबाट टाढा,hi everyone today were in the peaceful langtang himal range so close to nature and away from the city noise,Langtang_E1.wav
Langtang_N2.wav,वाह यहाँको सबैभन्दा अग्लो पहाड लाङटाङ लिरुङको उचाइ मिटर छ पत्याउन सक्नुहुन्छ,wow the tallest mountain here langtang lirung stands at meters can you believe it,Langtang_E2.wav
Langtang_N3.wav,हरियो जङ्गल सफा खोला र हिउँले ढाकिएका शिखरहरूले बनेको यो दृश्य निकै मनमोहक छ यो ठाउँ स्वर्गजस्तै छ,the views are breathtaking with green forests clear rivers and snowy peaks its like a paradise,Langtang_E3.wav
Langtang_N4.wav,यो सम्झेर दुःख लाग्छ कि को भूकम्पले लाङटाङलाई निकै असर पारेको थियो यहाँ धेरै कुरा नष्ट भए,its sad to remember that langtang was hit hard by the earthquake many things were destroyed here,Langtang_E4.wav
Langtang_N5.wav,तर यहाँका समुदायले सबै कुरा पुनःनिर्माण गरे र अझ बलियो भएर फर्किए उनीहरू साँच्चै प्रेरणादायक छन्,but the community rebuilt everything and came back even stronger theyre truly inspiring,Langtang_E5.wav
Langtang_N6.wav,दुर्भाग्यवश मैले बाटामा केही फोहोर देखेँ यति सुन्दर ठाउँ सफा हुनुपर्ने हो,unfortunately i saw some litter along the trails a place this beautiful deserves to stay clean,Langtang_E6.wav
Langtang_N7.wav,उचाइ थोरै गाह्रो हुन सक्छ त्यसैले सुरक्षित रहन हामी बिस्तारै हिँड्दैछौं यहाँ सुरक्षामा ध्यान दिन जरुरी छ,the altitude can be tough so were taking it slow to stay safe safety is very important here,Langtang_E7.wav
Langtang_N8.wav,मैले यहाँ यति धेरै जनावरहरू देख्ने आशा गरेको थिइनँ चराहरू साना जनावरहरू अनि याकहरू पनि अद्भुत,i wasnt expecting to see such diverse wildlife birds small animals and even yaks amazing,Langtang_E8.wav
Langtang_N9.wav,तामाङ गाउँहरू हुँदै हिँड्दा कति शान्त महसुस हुन्छ यहाँका मानिसहरू निकै मैत्रीपूर्ण र स्वागतशील छन्,it feels so peaceful walking through the tamang villages people are friendly and welcoming here,Langtang_E9.wav
Langtang_N10.wav,मलाई लाग्छ यो सुन्दर ठाउँले अझ बढी माया र सहयोग पाउनु पर्ने हो,i wish this beautiful place got more attention it deserves so much more support and care,Langtang_E10.wav
Langtang_N11.wav,हेरिदिनुभएकोमा धेरै धन्यवाद यस्ता रमाइला यात्राका लागि मेरो च्यानललाई सब्स्क्राइब गर्न नबिर्सिनुहोला,thank you so much for watching dont forget to subscribe for more amazing adventures like this,Langtang_E11.wav
Rolwaling_N1.wav,सबैलाई नमस्ते आज हामी नेपालको लुकेको रत्न सुन्दर रौल्वालिङ हिमालमा छौं,hello everyone today were in the beautiful rolwaling himal a hidden gem of nepal,Rolwaling_E1.wav
Rolwaling_N2.wav,गौरिशंकरलाई हेरौँ यो पवित्र हिमाल मिटरभन्दा माथि छकति अद्भुत दृश्य,look at gaurishankar this sacred mountain is over meters highsuch an amazing sight,Rolwaling_E2.wav
Rolwaling_N3.wav,यहाँ हिँड्दा मलाई शान्ति र प्रकृतिसँगको सम्बन्ध महसुस हुन्छ यो उपत्यका निकै शान्त छ,walking here i feel calm and connected to nature the valley is so peaceful,Rolwaling_E3.wav
Rolwaling_N4.wav,दुःखको कुरा धेरैले यो सुन्दर ठाउँको बारेमा थाहा नै पाउँदैनन् यो स्थानले अझ बढी पहिचान पाउनु पर्छ,sadly many dont know about this beautiful place it deserves more recognition,Rolwaling_E4.wav
Rolwaling_N5.wav,यी सफा बाटामा फोहोर देख्दा नरमाइलो लाग्छ प्रकृतिलाई सफा राख्नुपर्ने हो,its disappointing to see litter on these pristine trails lets keep nature clean,Rolwaling_E5.wav
Rolwaling_N6.wav,वाह छ्यो रोल्पा साँच्चै मनमोहक छ मैले देखेका सबैभन्दा ठूला हिमतालमध्ये एक,wow tsho rolpa is breathtaking one of the biggest glacial lakes ive ever seen,Rolwaling_E6.wav
Rolwaling_N7.wav,यहाँका बाटाहरू गाह्रो हुन सक्छन् त्यसैले हामीले सुरक्षित रहन र बिस्तारै अघि बढ्नुपर्ने हुन्छ,the trails here can be challenging so we have to stay safe and take it slow,Rolwaling_E7.wav
Rolwaling_N8.wav,शेर्पा र तामाङ संस्कृतिको अनुभव गर्न पाउँदा म कृतज्ञ छुअति नै समृद्ध र स्वागतशील,im grateful to experience the sherpa and tamang culturesso rich and welcoming,Rolwaling_E8.wav
Rolwaling_N9.wav,यहाँको स्थानीय पर्यटनलाई सहयोग पुर्याउन अझ राम्रो पहुँच भएको भए हुन्थ्यो यसले धेरै माया पाउनुपर्छ,i really wish there was better access to support local tourism here it deserves so much more,Rolwaling_E9.wav
Rolwaling_N10.wav,रौल्वालिङको खोजमा मलाई साथ दिनुभएकोमा धन्यवाद अरू रोमाञ्चक यात्राका लागि मेरो च्यानललाई सब्स्क्राइब गर्न नबिर्सिनुहोला,thank you for joining me in discovering rolwaling dont forget to subscribe for more adventures,Rolwaling_E10.wav
AnjanaTaal_N1.wav,साथीहरू नमस्ते म आज चितवनको सुन्दर अनजना तालमा छु यहाँ कति शान्ति छ,hello friends im here today at the beautiful anjana taal in chitwan its so peaceful here,AnjanaTaal_E1.wav
AnjanaTaal_N2.wav,यो ताल हेर्नुहोस् पानी कति सफा छ यसले वरपरका रूख र पहाडलाई प्रतिबिम्बित गरेको छ यो अद्भुत छ,look at the lake the water is so clear and it reflects the trees and hills around it its amazing,AnjanaTaal_E2.wav
AnjanaTaal_N3.wav,यो ठाउँ प्रकृतिले भरिएको छ चारैतिर हरियाली र चराहरूको चिरबिर आवाज छ सपना जस्तो लाग्छ,this place is full of nature there are green trees all around and you can hear birds singing it feels like a dream,AnjanaTaal_E3.wav
AnjanaTaal_N4.wav,वाह यहाँ धेरै चरा छन् तपाईंलाई चरा हेर्न मन पर्छ भने यो ठाउँ उपयुक्त हो,wow there are so many birds here if you love watching birds this is the place to be,AnjanaTaal_E4.wav
AnjanaTaal_N5.wav,धेरै मानिसलाई यो सुन्दर ठाउँको बारेमा थाहा छैन भन्ने कुरा दुखको कुरा हो यहाँ धेरै मानिसले आउनु पर्छ,its sad that many people dont know about this beautiful spot more people should come to see it,AnjanaTaal_E5.wav
AnjanaTaal_N6.wav,तपाईं यहाँ डुङ्गा सयर गर्न वा माछा मार्न पनि सक्नुहुन्छ धेरै रमाइलो गर्न सकिन्छ,you can even go boating or try fishing here theres so much to enjoy,AnjanaTaal_E6.wav
AnjanaTaal_N7.wav,तर यहाँ फोहोर देख्दा मलाई रिस उठ्छ सबैले यस ठाउँलाई सफा राखौँ ताकि सबैले रमाउन सकून्,but it makes me upset to see litter around lets keep this place clean so everyone can enjoy it,AnjanaTaal_E7.wav
AnjanaTaal_N8.wav,केही आगन्तुकले तालको नजिक फोहोर फ्याँक्छन् जसले यसलाई कुरुप बनाउँछ यो साँच्चै दुःख लाग्दो कुरा हो,some visitors throw trash near the lake which ruins the beauty its really disappointing,AnjanaTaal_E8.wav
